id,product,msrp,dept,description,thumb,vendor
554,Convention Oven,629.62,20,"The Convention Oven is a versatile kitchen appliance designed to make cooking and baking easier. It features a convection fan that circulates hot air evenly throughout the oven cavity, allowing food to cook faster and more evenly. The oven also features a digital display and intuitive controls that provide precision temperature settings and convenient features, such as delayed start, auto shut-off, and a keep-warm setting. With its large capacity and turbo heating elements, the Convention Oven is perfect for large meals, baking multiple batches of cookies, or roasting a turkey.",http://dummyimage.com/250x250.png/cc0000/ffffff,04bd1e91-2672-4ccb-90bf-6569adb0fb58
555,Canteen,188.64,14,"Canteen is a stylish, high-quality stainless steel water bottle that keeps your beverages cold for up to 24 hours and hot for up to 12 hours. It features a leak-proof, double-walled design and comes with a carabiner clip for easy carrying. Canteen is perfect for on-the-go hydration and is a great way to stay hydrated throughout the day.",http://dummyimage.com/250x250.png/cc0000/ffffff,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
556,Sleeping Bag,181.55,14,"This sleeping bag is designed to keep you warm and comfortable while camping or hiking. It is made from lightweight and breathable materials, with a drawstring hood and full-length zipper for easy access. It is also water resistant and comes with a convenient carrying bag for easy transport.",http://dummyimage.com/250x250.png/dddddd/000000,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
557,Headlight Restorer,79.96,17,"Headlight Restorer is an easy-to-use polish and sealant kit that quickly and effectively restores dull, yellowed, and foggy headlights to a like-new shine. The kit includes a polishing compound and a protective sealant that helps protect the headlights from future dulling and discoloration. It is an affordable and time-saving solution that provides a safe, long-lasting shine.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
558,Car Wash Mitt,945.21,17,"The Car Wash Mitt is made of microfiber material, designed to effectively remove dirt, dust and grime from the surface of your car without scratching paintwork or leaving lint behind. The mitt is soft and gentle, yet highly absorbent and durable. The mitt is machine washable and reusable, making it an ideal choice for car care and detailing.",http://dummyimage.com/250x250.png/cc0000/ffffff,951d32f1-2118-4237-a7a6-6e7d62df03f4
559,Hair Brush,628.32,18,"This hair brush is designed for all types of hair. It has a lightweight, ergonomic design with a soft-touch handle for comfortable styling. The curved bristles help to smooth out tangles and the wide paddle improves volume and shine. The brush is suitable for all hair types, including fine, thick and curly hair. It is also ideal for detangling wet hair.",http://dummyimage.com/250x250.png/ff4444/ffffff,5ee822bb-e5c9-4025-90e3-03da75069795
560,Monitor,83.87,18,"A monitor is a computer hardware device that is used to display images generated by a computer. It is typically composed of a flat panel display, circuitry, a power supply, and an enclosure. Monitors are used for a variety of applications, such as gaming, business, and home use.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,29615784-5d94-4303-a657-e95a3a55d978
561,Sunglasses,264.46,2,"These stylish sunglasses feature a classic design and offer 100% UV protection. Made with a polycarbonate frame and polycarbonate lens, they are both lightweight and durable. A great choice for any occasion, these sunglasses come in a variety of colors to match any style.",http://dummyimage.com/250x250.png/dddddd/000000,a9465726-600c-40f6-8703-2b35c63fe26a
562,Rubber Gloves,923.69,20,"Rubber gloves provide protection and insulation from heat, cold, chemicals, and other hazardous materials. They are ideal for use in industrial, medical, and janitorial applications. Rubber gloves are available in a variety of sizes and styles to suit different tasks and requirements. They are lightweight, durable, and provide a secure grip for improved safety.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
563,Work Gloves,279.65,3,"Work Gloves are designed to protect hands from dirt, debris, and other hazards while working. They come in a variety of materials and styles to suit different job requirements, from leather to cotton to nitrile. They are designed to be comfortable and breathable, while providing superior protection and durability.",http://dummyimage.com/250x250.png/dddddd/000000,60949481-739b-4ff4-992e-af360c977755
564,Construction Adhesive,615.72,7,"Construction Adhesive is a strong, fast-acting adhesive designed to secure materials together during construction projects. It is a water-based, non-toxic adhesive that bonds to most surfaces, including wood, metal, drywall, fiberglass and concrete. It is also paintable and sandable, making it ideal for both indoor and outdoor applications. It is designed to provide a lasting bond, even when exposed to the elements, providing a secure bond for your construction projects.",http://dummyimage.com/250x250.png/cc0000/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
565,Paving Sand,798.0,3,"Paving Sand is a coarse, granular material used for laying concrete and asphalt surfaces. It is composed of a variety of materials including quartz, granite, and limestone, and is available in various grades to suit a variety of applications. Paving Sand is an economical and durable material that is easy to work with and provides long-lasting results.",http://dummyimage.com/250x250.png/cc0000/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
566,Luxardo Cherries,363.69,12,"Luxardo Cherries are a premium maraschino cherry made with real fruit and a unique flavor. They are the perfect garnish for cocktails, desserts, and other culinary creations. Luxardo cherries are made with a unique syrup that has been slow-cooked to perfection and are soaked in Luxardo Maraschino liqueur. They are an all-natural product, free from preservatives, artificial colors, and flavors. These cherries add a touch of sweetness and complexity to any dish or drink.",http://dummyimage.com/250x250.png/ff4444/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
567,Instant Camera Film,153.16,8,"Instant Camera Film is a high-quality film designed to be used in instant cameras. It produces vibrant colors, sharp details, and long-lasting photos with a glossy finish. This film is easy to use and is perfect for capturing memories that you can keep forever.",http://dummyimage.com/250x250.png/ff4444/ffffff,1609973d-4460-4d54-91d7-d643f5da5e21
568,Screen Protector,726.77,8,"This Screen Protector is designed to protect your device's screen from scratches, dirt, dust, and other damaging elements. It is made from a durable, high-quality material that is designed to be tough and long-lasting. It is easy to install and remove, and has an anti-glare finish to reduce screen glare and improve visibility. It also offers a smooth touch experience and does not interfere with the sensitivity of your device's touchscreen.",http://dummyimage.com/250x250.png/ff4444/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
569,Surge Protector,626.52,8,"Surge Protector provides protection for your electronic devices against power surges, spikes and other electrical problems. It features 8 AC outlets, two USB ports, and an LED indicator that lets you know when the protector is working properly. The protector also features a fire-resistant casing and a built-in circuit breaker to protect against overload. It is also designed with a slim and lightweight design that fits easily into any outlet.",http://dummyimage.com/250x250.png/dddddd/000000,951d32f1-2118-4237-a7a6-6e7d62df03f4
570,Greeting Card,333.43,,"This greeting card is perfect for expressing your feelings to a special someone. With its vibrant colors and unique design, it will bring a smile to their face, showing them how much you care. The card is made of high-quality paper stock and comes with a blank interior, allowing you to write your own personal message.",http://dummyimage.com/250x250.png/ff4444/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
571,Pool,915.45,14,"This product is a pool that provides an ideal solution for cooling down on hot summer days. It is easy to set up and maintain and can be customized with accessories to meet individual requirements. The pool is made from durable, weather-resistant material and is designed to be long-lasting and to provide a safe and enjoyable swimming experience. It is perfect for both adults and children and is sure to be a great addition to any backyard or outdoor area.",http://dummyimage.com/250x250.png/ff4444/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
572,Ethernet Cable,183.04,8,"An Ethernet cable is a type of network cable used for high-speed connections between two devices such as computers, printers, and routers. It is typically used to connect local area networks (LANs) and other network devices, such as switches and hubs. Ethernet cables are typically made from copper and are available in a variety of lengths and speeds. They are used to connect devices on the same network or to connect two different networks.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
